name;price;v_ram_size;frequency
ASUS GeForce GTX 1660 Ti Dual O6G;20649;6;1800
ASUS GeForce GTX 1660 Ti Phoenix O6G;0;6;1785
ASUS GeForce GTX 1660 Ti ROG STRIX O6G;0;6;1860
ASUS GeForce GTX 1660 Ti TUF 6G Evo;0;6;1800
ASUS GeForce GTX 1660 Ti TUF O6G Evo;0;6;1845
ASUS GeForce GTX 1660 TUF;0;6;0
ASUS GeForce GTX 1660 TUF X3;0;6;1860
ASUS GeForce GTX 1660 TUF X3 A;0;6;1800
Asus GeForce GTX 660 Ti;0;2;1046
ASUS GeForce GTX 750 Ti STRIX OC;0;2;1202
ASUS GeForce RTX 2060 Dual 6G EVO;0;6;1680
ASUS GeForce RTX 2060 Dual A6G;0;6;1710
ASUS GeForce RTX 2060 Dual A6G EVO;0;6;1695
ASUS GeForce RTX 2060 Dual Mini;23099;6;1755
ASUS GeForce RTX 2060 Dual O6G EVO;23099;6;1755
ASUS GeForce RTX 2060 Phoenix 6G;0;6;1680
ASUS GeForce RTX 2060 ROG STRIX 6G;0;6;1680
ASUS GeForce RTX 2060 ROG Strix 6G Evo;0;6;7000
ASUS GeForce RTX 2060 ROG STRIX A6G;0;6;1710
ASUS GeForce RTX 2060 ROG Strix A6G Evo;0;6;7000
ASUS GeForce RTX 2060 ROG STRIX O6G;26599;6;1860
ASUS GeForce RTX 2060 ROG Strix O6G Evo;0;6;7000
ASUS GeForce RTX 2060 Super 8G Evo V;0;8;1650
ASUS GeForce RTX 2060 Super Dual 8G EVO;0;8;1650
ASUS GeForce RTX 2060 Super Dual A8G EVO;0;8;1665
ASUS GeForce RTX 2060 Super Dual A8G EVO V;0;8;1665
ASUS GeForce RTX 2060 Super Dual O8G EVO;0;8;1695
ASUS GeForce RTX 2060 Super Dual O8G EVO V;0;8;1695
ASUS GeForce RTX 2060 Super ROG Strix 8G EVO;0;8;1650
ASUS GeForce RTX 2060 Super ROG Strix 8G Gaming;0;8;1650
ASUS GeForce RTX 2060 Super ROG Strix A8G EVO;0;8;1680
ASUS GeForce RTX 2060 Super ROG Strix A8G Gaming;0;8;1680
ASUS GeForce RTX 2060 Super ROG Strix O8G EVO;0;8;1830
ASUS GeForce RTX 2060 Super ROG Strix O8G Gaming;40319;8;1830
ASUS GeForce RTX 2060 Super Turbo 8G EVO;0;8;1650
ASUS GeForce RTX 2060 TUF;0;6;1710
ASUS GeForce RTX 2060 Turbo 6G;0;6;1680
ASUS GeForce RTX 2070 Dual 8G EVO;0;8;1620
ASUS GeForce RTX 2070 Dual 8G Evo V;0;8;1650
ASUS GeForce RTX 2070 Dual A8G;0;8;1635
ASUS GeForce RTX 2070 Dual A8G EVO;0;8;1635
ASUS GeForce RTX 2070 Dual O8G;0;8;1620
ASUS GeForce RTX 2070 Dual O8G Evo V;0;8;1710
ASUS GeForce RTX 2070 Mini Dual;0;8;1680
ASUS GeForce RTX 2070 ROG STRIX A8G;0;8;1620
ASUS GeForce RTX 2070 ROG STRIX O8G;35279;8;1845
ASUS GeForce RTX 2070 Super Dual 8G Evo;0;8;1770
ASUS GeForce RTX 2070 Super Dual A8G Evo;0;8;1785
ASUS GeForce RTX 2070 Super Dual O8G Evo;31569;8;1815
ASUS GeForce RTX 2070 Super ROG Strix 8G Gaming;0;8;1770
ASUS GeForce RTX 2070 Super ROG Strix A8G Gaming;0;8;1800
ASUS GeForce RTX 2070 Super ROG Strix O8G Gaming;0;8;1905
ASUS GeForce RTX 2070 Super Turbo 8G EVO;0;8;1770
ASUS GeForce RTX 2070 Turbo 8G;0;8;1815
ASUS GeForce RTX 2080 Dual O8G;0;8;0
ASUS GeForce RTX 2080 ROG STRIX O8G Gaming;0;8;0
ASUS GeForce RTX 2080 Super Dual 8G Evo;0;8;1815
ASUS GeForce RTX 2080 Super Dual 8G Evo V;0;8;1845
ASUS GeForce RTX 2080 Super Dual O8G Evo;0;8;1830
ASUS GeForce RTX 2080 Super Dual O8G Evo V;0;8;1845
ASUS GeForce RTX 2080 Super ROG Strix 8G Gaming;0;8;1815
ASUS GeForce RTX 2080 Super ROG Strix A8G Gaming;0;8;1830
ASUS GeForce RTX 2080 Super ROG Strix O8G Gaming;0;8;1860
ASUS GeForce RTX 2080 Super ROG Strix O8G White Edition;0;8;1860
ASUS GeForce RTX 2080 Super Turbo 8G Evo;0;8;1815
ASUS GeForce RTX 2080 Ti Dual 1;0;11;1545
ASUS GeForce RTX 2080 Ti Dual A1;0;11;1575
ASUS GeForce RTX 2080 Ti Dual O1;0;11;1635
ASUS GeForce RTX 2080 Ti ROG Strix 1;0;11;1545
ASUS GeForce RTX 2080 Ti ROG Strix A1;0;11;1575
ASUS GeForce RTX 2080 Ti ROG Strix O1;0;11;1665
ASUS GeForce RTX 2080 Ti ROG Strix O11G White Edition;0;11;1740
ASUS GeForce RTX 2080 Ti Turbo 1;0;11;1545
ASUS GeForce RTX 3060 Ti Dual Mini V2 8G LHR;0;8;1665
ASUS GeForce RTX 3060 Ti TUF;0;8;1785
ASUS GeForce RTX 3080 ROG Strix;0;12;0
ASUS GeForce RTX 3080 TUF;0;12;0
ASUS GeForce RTX 4080 ROG Strix;0;16;0
ASUS GeForce RTX 4080 TUF;0;16;2595
Asus GT1030 2G CSM;5599;2;1506
ASUS GTX 650 Ti Boost DirectCU II OC;0;2;1084
ASUS GTX 760 DirectCU II OC;0;2;1071
Asus PH GT1030 O2G;6649;2;1531
Asus PH GTX 1050 2G;10430;2;1455
Asus PH GTX 1050TI 4G;11899;4;1392
Asus PH GTX 1060 3G;14699;3;1708
Asus PH GTX 1060 6G;19949;6;1708
Asus PH RX 550 4G M7;9799;4;1071
Asus R7250 1GD5 V2;6299;1;925
Asus R9 270 DirectCU II;0;2;925
Asus R9 270X DirectCU II;0;2;1050
ASUS Radeon RX 460 Dual O2G;0;2;1244
ASUS Radeon RX 460 STRIX O4G Gaming;0;4;1256
ASUS Radeon RX 480 Dual O4G;0;4;0
ASUS Radeon RX 550 4G;0;4;0
ASUS Radeon RX 5500 XT Dual O8G Evo;0;8;1865
ASUS Radeon RX 5500 XT ROG Strix;0;8;1865
ASUS Radeon RX 560 2G;0;2;1176
ASUS Radeon RX 560 4G EVO;0;4;0
ASUS Radeon RX 560 O2G;0;2;1210
ASUS Radeon RX 560 O4G EVO;0;4;0
ASUS Radeon RX 560 STRIX 4G Gaming;0;4;0
ASUS Radeon RX 560 STRIX O4G Gaming;0;4;0
ASUS Radeon RX 5600 XT ROG Strix;0;6;1640
ASUS Radeon RX 5600 XT TUF O6G Evo;0;6;1640
ASUS Radeon RX 570 Expedition 4G;19286;4;1244
ASUS Radeon RX 570 Expedition O4G;0;4;1256
ASUS Radeon RX 570 STRIX 4G Gaming;0;4;1244
ASUS Radeon RX 570 STRIX O4G Gaming;54960;4;1300
ASUS Radeon RX 5700;27299;8;1725
ASUS Radeon RX 5700 Dual O8G Evo;0;8;1750
ASUS Radeon RX 5700 ROG Strix;22609;8;1750
ASUS Radeon RX 5700 TUF;0;8;1750
ASUS Radeon RX 5700 XT;27299;8;1905
ASUS Radeon RX 5700 XT Dual OC Evo;0;8;1980
ASUS Radeon RX 5700 XT ROG Strix;0;8;2035
ASUS Radeon RX 5700 XT TUF;29399;8;1980
ASUS Radeon RX 580 Dual O4G;0;4;1360
ASUS Radeon RX 580 Dual O8G;0;8;1360
ASUS Radeon RX 580 STRIX 8G Gaming;0;8;0
ASUS Radeon RX 580 STRIX O8G Gaming;12669;8;1380
ASUS Radeon RX 580 STRIX T8G Gaming;0;8;1431
ASUS Radeon RX 590 ROG STRIX 8G Gaming;0;8;1565
ASUS Radeon RX 6400 Dual;0;4;2321
ASUS Radeon RX 6400 Phoenix;0;4;2321
ASUS Radeon RX 7900 XT TUF;0;20;0
ASUS Radeon RX 7900 XTX TUF;0;24;0
ASUS Radeon RX Vega 56 STRIX O8G Gaming;0;8;1573
ASUS Radeon VII;0;16;1750
ASUS ROG Matrix GTX 780 Ti Platinum;0;3;1072
Asus ROG POSEIDON GTX 1080TI P11G GAMING;76999;11;1733
Asus ROG STRIX GTX 1050TI 4G GAMING;15189;4;1430
Asus ROG STRIX GTX 1050TI O4G GAMING;14699;4;1506
Asus ROG STRIX GTX 1060 6G GAMING;13999;6;1746
Asus ROG STRIX GTX 1060 O6G GAMING;22609;6;1873
Asus ROG STRIX GTX 1070 8G GAMING;33256;8;1721
Asus ROG STRIX GTX 1070TI 8G GAMING;52430;8;1721
Asus ROG STRIX GTX 1080 8G GAMING;36749;8;1771
Asus ROG STRIX GTX 1080 A8G 11GBPS;40599;8;1822
Asus ROG STRIX GTX 1080 A8G GAMING;40949;8;1835
Asus ROG STRIX GTX 1080TI 11G GAMING;55433;11;1632
Asus ROG STRIX GTX 1080TI O11G GAMING;49419;11;1708
Asus ROG STRIX RX 560 O4G EVO GAMING;11199;4;1197
Asus ROG STRIX RX 580 8G GAMING;24499;8;1360
Asus RX 550 2G;7909;2;1183
Asus RX 560 4G;9799;4;1176
Asus RX 560 O2G;8435;2;1187
Asus RX 560 O4G;10149;4;1210
Asus Strix Geforce GTX 960;0;2;1317
Asus Strix Geforce GTX 980;36904;4;1304
Asus Strix R9 380X;0;4;990
Asus Strix R9 390X;0;8;1070
Asus Strix RX 470;0;4;1270
ASUS TUF Gaming GeForce GTX 1660 Ti Evo Top Edition;0;6;1815
Asus TURBO GTX 1060 6G;24809;6;1708
Asus TURBO GTX 1070 8G;28977;8;1683
Asus TURBO GTX 1070TI 8G;34299;8;1721
Asus TURBO GTX 1080 8G;38595;8;1733
Asus TURBO GTX 1080TI 11G;54247;11;1582
Club 3D GeForce GTS 450;0;1;700
Club 3D R9 280 royalKing;0;3;1100
Club 3D R9 285 royalQueen;0;2;945
EVGA GeForce GT 1030 SC;7434;2;1544
EVGA GeForce GTX 1050 FTW Gaming ACX 3.0;12179;2;1556
EVGA GeForce GTX 1050 Gaming;0;2;1455
EVGA GeForce GTX 1050 SC Gaming;9660;2;1531
EVGA GeForce GTX 1050 SSC Gaming ACX 3.0;11783;2;1544
EVGA GeForce GTX 1050 Ti FTW Gaming;13299;4;1493
EVGA GeForce GTX 1050 Ti Gaming ACX 2.0;12599;4;1392
EVGA GeForce GTX 1050 Ti SC Gaming ACX 2.0;14175;4;1468
EVGA GeForce GTX 1050 Ti SSC Gaming ACX 3.0;15780;4;1480
EVGA GeForce GTX 1060;11199;6;1706
EVGA GeForce GTX 1060 FTW Gaming;21699;6;1847
EVGA GeForce GTX 1060 FTW+ Gaming ACX 3.0;19599;3;1860
EVGA GeForce GTX 1060 FTW+ Gaming ACX 3.0;23099;6;1860
EVGA GeForce GTX 1060 FTW2+ Gaming;0;6;1860
EVGA GeForce GTX 1060 Gaming;18628;3;1706
EVGA GeForce GTX 1060 Gaming;21699;6;1708
EVGA GeForce GTX 1060 Gaming ACX 2.0;13995;3;1708
EVGA GeForce GTX 1060 Gaming ACX 3.0;25199;6;1708
EVGA GeForce GTX 1060 SC Gaming;11199;6;1835
EVGA GeForce GTX 1060 SC Gaming;13299;3;1835
EVGA GeForce GTX 1060 SSC DT Gaming ACX 3.0;18899;6;1733
EVGA GeForce GTX 1060 SSC Gaming ACX 3.0;18199;3;1835
EVGA GeForce GTX 1060 SSC Gaming ACX 3.0;24499;6;1835
EVGA GeForce GTX 1070 Founders Edition;0;8;1683
EVGA GeForce GTX 1070 FTW Gaming ACX 3.0;37096;8;1797
EVGA GeForce GTX 1070 FTW Hybrid Gaming;30099;8;1797
EVGA GeForce GTX 1070 FTW2 Gaming iCX;30799;8;1797
EVGA GeForce GTX 1070 Gaming ACX 3.0;30099;8;1683
EVGA GeForce GTX 1070 Hybrid Gaming;35279;8;1784
EVGA GeForce GTX 1070 SC 2 Gaming iCX;35893;8;1784
EVGA GeForce GTX 1070 SC Gaming ACX 3.0;29400;8;1784
EVGA GeForce GTX 1070 SC Gaming ACX 3.0 Black Edition;33599;8;1784
EVGA GeForce GTX 1070 Ti FTW Ultra Silent;39899;8;1683
EVGA GeForce GTX 1070 Ti FTW2 Gaming iCX;37454;8;1683
EVGA GeForce GTX 1070 Ti Gaming;25899;8;1683
EVGA GeForce GTX 1070 Ti SC Gaming ACX 3.0 Black Edition;35237;8;1683
EVGA GeForce GTX 1070 Ti SC Hybrid;37974;8;1683
EVGA GeForce GTX 1080 Classified Gaming ACX 3.0;0;8;1860
EVGA GeForce GTX 1080 Founders Edition;48999;8;1733
EVGA GeForce GTX 1080 FTW DT Gaming ACX 3.0;37099;8;1733
EVGA GeForce GTX 1080 FTW Gaming ACX 3.0;59500;8;1860
EVGA GeForce GTX 1080 FTW Hybrid Gaming;42699;8;1860
EVGA GeForce GTX 1080 FTW2 Gaming iCX;39830;8;1860
EVGA GeForce GTX 1080 Gaming;30099;8;1733
EVGA GeForce GTX 1080 Hybrid Gaming;0;8;1847
EVGA GeForce GTX 1080 SC 2 Gaming iCX;44099;8;1847
EVGA GeForce GTX 1080 SC Gaming ACX 3.0;44099;8;1847
EVGA GeForce GTX 1080 Ti Founders Edition;0;11;1582
EVGA GeForce GTX 1080 Ti FTW3 12 Gbps Elite;0;11;1683
EVGA GeForce GTX 1080 Ti FTW3 Gaming iCX;55299;11;1683
EVGA GeForce GTX 1080 Ti FTW3 Hybrid Gaming;55999;11;1683
EVGA GeForce GTX 1080 Ti Gaming;0;11;1582
EVGA GeForce GTX 1080 Ti K|NGP|N Gaming;0;11;1695
EVGA GeForce GTX 1080 Ti SC Black Edition iCX;55299;11;1670
EVGA GeForce GTX 1080 Ti SC2 Gaming iCX;53899;11;1670
EVGA GeForce GTX 1080 Ti SC2 Hybrid Gaming iCX;54592;11;1670
EVGA GeForce GTX 1650 KO Ultra Gaming;12319;4;1740
EVGA GeForce GTX 1650 SC Ultra Gaming;12599;4;1860
EVGA GeForce GTX 1650 SC Ultra Gaming GDDR6;12949;4;1710
EVGA GeForce GTX 1650 Super SC Ultra;13999;4;1755
EVGA GeForce GTX 1660 SC Ultra Gaming;17499;6;1830
EVGA GeForce GTX 1660 Super Black Gaming;16799;6;1785
EVGA GeForce GTX 1660 Super SC Ultra;17499;6;1830
EVGA GeForce GTX 1660 Super SC Ultra Black;16799;6;1785
EVGA GeForce GTX 1660 Ti SC Ultra Gaming;20999;6;1830
EVGA GeForce GTX 1660 Ti XC Black Gaming;19599;6;1770
EVGA GeForce GTX 1660 Ti XC Gaming;18899;6;1845
EVGA GeForce GTX 1660 XC;16099;6;1830
EVGA GeForce GTX 1660 XC Black;14849;6;1785
EVGA GeForce GTX 1660 XC Ultra;17088;6;1845
EVGA GeForce GTX 670 FTW;0;2;1084
EVGA GeForce GTX 680;0;2;1058
EVGA GeForce GTX 750 Superclocked;9099;1;1294
EVGA GeForce RTX 2060 KO Gaming;21116;6;1680
EVGA GeForce RTX 2060 KO Ultra Gaming;18199;6;1755
EVGA GeForce RTX 2060 SC Black Gaming;0;6;1680
EVGA GeForce RTX 2060 SC Gaming;20579;6;1710
EVGA GeForce RTX 2060 Super SC Black;27999;8;1650
EVGA GeForce RTX 2060 Super SC Ultra Gaming;29399;8;1680
EVGA GeForce RTX 2060 Super XC Gaming;32199;8;1695
EVGA GeForce RTX 2060 Super XC Ultra Gaming;32899;8;1695
EVGA GeForce RTX 2060 XC Black Gaming;23869;6;1680
EVGA GeForce RTX 2060 XC Gaming;25269;6;1755
EVGA GeForce RTX 2060 XC Ultra Black Gaming;27299;6;1680
EVGA GeForce RTX 2060 XC Ultra Gaming;26599;6;1830
EVGA GeForce RTX 2070 Black Edition;34796;8;1620
EVGA GeForce RTX 2070 Super Black Gaming;36399;8;1770
EVGA GeForce RTX 2070 Super FTW3 Ultra Gaming;40843;8;1815
EVGA GeForce RTX 2070 Super FTW3 Ultra+;44099;8;1815
EVGA GeForce RTX 2070 Super Gaming;37099;8;1770
EVGA GeForce RTX 2070 Super KO Gaming;36749;8;1770
EVGA GeForce RTX 2070 Super XC Gaming;37799;8;1800
EVGA GeForce RTX 2070 Super XC Hybrid Gaming;41999;8;1800
EVGA GeForce RTX 2070 Super XC Ultra Gaming;39899;8;1800
EVGA GeForce RTX 2070 Super XC Ultra+;41299;8;1800
EVGA GeForce RTX 2070 XC;34999;8;1710
EVGA GeForce RTX 2070 XC Ultra;41999;8;1725
EVGA GeForce RTX 2080 Super Black Gaming;50399;8;1815
EVGA GeForce RTX 2080 Super FTW3 Hybrid;55299;8;1845
EVGA GeForce RTX 2080 Super FTW3 Hydro Copper Gaming;61599;8;1845
EVGA GeForce RTX 2080 Super FTW3 Ultra Gaming;54599;8;1845
EVGA GeForce RTX 2080 Super KO Gaming;51099;8;1815
EVGA GeForce RTX 2080 Super XC Gaming;52499;8;1830
EVGA GeForce RTX 2080 Super XC Hybrid Gaming;55299;8;1830
EVGA GeForce RTX 2080 Super XC Ultra Gaming;53068;8;1845
EVGA GeForce RTX 2080 Ti;91699;11;1545
EVGA GeForce RTX 2080 Ti Black Edition Gaming;79799;11;1545
EVGA GeForce RTX 2080 Ti FTW3 Gaming iCX;0;11;1545
EVGA GeForce RTX 2080 Ti FTW3 Hydro Copper iCX;111999;11;1683
EVGA GeForce RTX 2080 Ti FTW3 Ultra Gaming iCX;104930;11;1755
EVGA GeForce RTX 2080 Ti FTW3 Ultra Hybrid Gaming;104999;11;1755
EVGA GeForce RTX 2080 Ti K|NGP|N Gaming;132999;11;1770
EVGA GeForce RTX 2080 Ti XC;86099;11;1635
EVGA GeForce RTX 2080 Ti XC Black Edition Gaming;0;11;1560
EVGA GeForce RTX 2080 Ti XC Hybrid Gaming;97999;11;1635
EVGA GeForce RTX 2080 Ti XC Ultra;87290;11;1650
EVGA GeForce RTX 2080 Ti XC2 Ultra Gaming;86449;11;1650
EVGA GeForce RTX 2080 XC;48999;8;0
EVGA GeForce RTX 2080 XC Ultra;55999;8;0
EVGA GeForce RTX 3080 FTW3 Ultra Gaming;90999;12;0
EVGA GeForce RTX 3080 FTW3 Ultra Hydro Copper;0;10;1800
EVGA GeForce RTX 3080 Ti FTW3 Ultra Hydro Copper Gaming;0;12;1800
EVGA GeForce RTX 3080 Ti XC3 Ultra Hydro Copper Gaming;0;12;1725
EVGA GeForce RTX 3080 XC3 Ultra Gaming;0;12;0
EVGA GeForce RTX 3090 FTW3 Ultra Hydro Copper;0;24;1800
EVGA GT 720 Low Profile;0;1;797
EVGA GTX 460 Superclocked EE;0;1;763
EVGA GTX 550 Ti;0;1;900
EVGA GTX 560 Superclocked;0;1;851
EVGA GTX 560 Ti FPB;0;1;850
EVGA GTX 650;0;1;1058
EVGA GTX 650 Ti 2 GB;0;2;928
EVGA GTX 660 Superclocked;17149;2;1110
Gainward GeForce GTX 1060;0;6;1708
Gainward GeForce GTX 1060;0;3;1708
Gainward GeForce GTX 1060 Phoenix;0;6;1708
Gainward GeForce GTX 1060 Phoenix GS;0;6;1847
Gainward GeForce GTX 1070 Dual;0;8;1683
Gainward GeForce GTX 1070 Phoenix;0;8;1683
Gainward GeForce GTX 1070 Phoenix GLH;0;8;1873
Gainward GeForce GTX 1070 Phoenix GS;0;8;1835
Gainward GeForce GTX 1080 Phoenix;0;8;1733
Gainward GeForce GTX 1080 Phoenix GLH;0;8;1885
Gainward GeForce GTX 1080 Phoenix GS;0;8;1847
Gainward GeForce GTX 1080 Ti Founders Edition;0;11;1582
Gainward GeForce GTX 1080 Ti Golden Sample;0;11;1620
Gainward GeForce GTX 1660 Ti Pegasus 6G;0;6;1770
Gainward GeForce GTX 1660 Ti Pegasus OC 6G;0;6;1815
Gainward GeForce RTX 2060 Phoenix GS;0;6;1830
Gainward GeForce RTX 2070 Phoenix;0;8;1650
Gainward GeForce RTX 2070 Phoenix GS;0;8;1725
Gainward GeForce RTX 2080 Phoenix GS;0;8;1815
Gainward GeForce RTX 2080 Ti Phoenix;0;11;1545
Gainward GeForce RTX 2080 Ti Phoenix GS;0;11;1650
Galax RTX 2060 OC;0;6;1695
Gigabyte Aorus GeForce GTX 1660 Ti 6G;21699;6;1890
Gigabyte Aorus GeForce RTX 2060 Super;23939;8;1845
Gigabyte Aorus GeForce RTX 2060 Xtreme 6G;27999;6;1845
